ID,X,Y,DATA1,DATA2,DATA3,ISZONE
20089,674641.7500000000,2725515.2500000000,0.0000000000,0.0000000000,0.0000000000,0
20088,674456.0625000000,2725520.5000000000,0.0000000000,0.0000000000,0.0000000000,0
20087,674024.6250000000,2725491.0000000000,0.0000000000,0.0000000000,0.0000000000,0
20086,675394.5625000000,2726115.5000000000,0.0000000000,0.0000000000,0.0000000000,0
20085,675654.6875000000,2726531.0000000000,0.0000000000,0.0000000000,0.0000000000,0
20084,675293.0625000000,2726647.0000000000,0.0000000000,0.0000000000,0.0000000000,0
20083,674725.8750000000,2726248.2500000000,0.0000000000,0.0000000000,0.0000000000,0
20082,675065.6250000000,2726333.0000000000,0.0000000000,0.0000000000,0.0000000000,0
20081,674629.1250000000,2726234.5000000000,0.0000000000,0.0000000000,0.0000000000,0
20080,674534.6875000000,2726213.5000000000,0.0000000000,0.0000000000,0.0000000000,0
19277,680236.7500000000,2734385.2500000000,0.0000000000,0.0000000000,0.0000000000,0
16936,671550.1250000000,2771012.7500000000,0.0000000000,0.0000000000,0.0000000000,0
16253,683360.5000000000,2759066.7500000000,0.0000000000,0.0000000000,0.0000000000,0
16934,677635.0000000000,2757150.0000000000,0.0000000000,0.0000000000,0.0000000000,0
16935,673837.3125000000,2766598.0000000000,0.0000000000,0.0000000000,0.0000000000,0
16932,671565.0625000000,2765248.2500000000,0.0000000000,0.0000000000,0.0000000000,0
16933,676095.1875000000,2759758.2500000000,0.0000000000,0.0000000000,0.0000000000,0
16930,670339.8750000000,2750120.7500000000,0.0000000000,0.0000000000,0.0000000000,0
16252,683346.5625000000,2759032.5000000000,0.0000000000,0.0000000000,0.0000000000,0
16251,683462.1875000000,2759049.0000000000,0.0000000000,0.0000000000,0.0000000000,0
16938,686602.0625000000,2719647.5000000000,0.0000000000,0.0000000000,0.0000000000,0
16939,688133.3750000000,2735217.2500000000,0.0000000000,0.0000000000,0.0000000000,0
12226,670579.2500000000,2728438.2500000000,0.0000000000,0.0000000000,0.0000000000,0
12227,671036.3750000000,2728784.0000000000,0.0000000000,0.0000000000,0.0000000000,0
12224,674455.3750000000,2728416.5000000000,0.0000000000,0.0000000000,0.0000000000,0
12225,672150.1875000000,2728427.5000000000,0.0000000000,0.0000000000,0.0000000000,0
12222,677370.3692860000,2728322.4491470000,0.0000000000,0.0000000000,0.0000000000,0
12223,682272.3750000000,2728312.0000000000,0.0000000000,0.0000000000,0.0000000000,0
12220,675088.1250000000,2728369.2500000000,0.0000000000,0.0000000000,0.0000000000,0
12221,675178.6875000000,2728040.0000000000,0.0000000000,0.0000000000,0.0000000000,0
16257,682950.5625000000,2759495.7500000000,0.0000000000,0.0000000000,0.0000000000,0
12228,674674.8750000000,2728445.2500000000,0.0000000000,0.0000000000,0.0000000000,0
12229,672204.8125000000,2728447.7500000000,0.0000000000,0.0000000000,0.0000000000,0
